Date,Ward,No_confirmed_cases,
3-Aug-2020,Yerwada-Kalas-Dhanori,3591,
3-Aug-2020,Nagar Road-Wadgaonsheri,3221,
4-Aug-2020,Aundh-Baner,2140,
4-Aug-2020,Kothrud-Bavdhan,3412,
4-Aug-2020,Warje-Karvenagar,3671,
4-Aug-2020,Sinhagad Road,3710,
4-Aug-2020,Dhankawadi-Sahakarnagar,4311,
4-Aug-2020,Kondhwa-Yewalewadi,2496,
4-Aug-2020,Shivajinagar-Ghole Road,2825,
4-Aug-2020,Kasba-Vishrambagwada,5070,
4-Aug-2020,Bhawani Peth,3248,
4-Aug-2020,Bibwewadi,3776,
4-Aug-2020,Dhole Patil,4263,
4-Aug-2020,Wanawadi-Ramtekdi,2721,
4-Aug-2020,Hadapsar-Mundhawa,5131,
4-Aug-2020,Yerwada-Kalas-Dhanori,3673,
4-Aug-2020,Nagar Road-Wadgaonsheri,3336,
5-Aug-2020,Aundh-Baner,2195,
5-Aug-2020,Kothrud-Bavdhan,3516,
5-Aug-2020,Warje-Karvenagar,3774,
5-Aug-2020,Sinhagad Road,3805,
5-Aug-2020,Dhankawadi-Sahakarnagar,4447,
5-Aug-2020,Kondhwa-Yewalewadi,2568,
5-Aug-2020,Shivajinagar-Ghole Road,2879,
5-Aug-2020,Kasba-Vishrambagwada,5170,
5-Aug-2020,Bhawani Peth,3309,
5-Aug-2020,Bibwewadi,3871,
5-Aug-2020,Dhole Patil,4328,
5-Aug-2020,Wanawadi-Ramtekdi,2773,
5-Aug-2020,Hadapsar-Mundhawa,5283,
5-Aug-2020,Yerwada-Kalas-Dhanori,3756,
5-Aug-2020,Nagar Road-Wadgaonsheri,3452,
6-Aug-2020,Aundh-Baner,2251,
6-Aug-2020,Kothrud-Bavdhan,3620,
6-Aug-2020,Warje-Karvenagar,3876,
6-Aug-2020,Sinhagad Road,3900,
6-Aug-2020,Dhankawadi-Sahakarnagar,4584,
6-Aug-2020,Kondhwa-Yewalewadi,2640,
6-Aug-2020,Shivajinagar-Ghole Road,2933,
6-Aug-2020,Kasba-Vishrambagwada,5270,
6-Aug-2020,Bhawani Peth,3369,
6-Aug-2020,Bibwewadi,3965,
6-Aug-2020,Dhole Patil,4392,
6-Aug-2020,Wanawadi-Ramtekdi,2826,
6-Aug-2020,Hadapsar-Mundhawa,5435,
6-Aug-2020,Yerwada-Kalas-Dhanori,3838,
6-Aug-2020,Nagar Road-Wadgaonsheri,3567,
7-Aug-2020,Aundh-Baner,2306,
7-Aug-2020,Kothrud-Bavdhan,3724,
7-Aug-2020,Warje-Karvenagar,3979,
7-Aug-2020,Sinhagad Road,3995,
7-Aug-2020,Dhankawadi-Sahakarnagar,4720,
7-Aug-2020,Kondhwa-Yewalewadi,2712,
7-Aug-2020,Shivajinagar-Ghole Road,2988,
7-Aug-2020,Kasba-Vishrambagwada,5370,
7-Aug-2020,Bhawani Peth,3430,
7-Aug-2020,Bibwewadi,4060,
7-Aug-2020,Dhole Patil,4457,
7-Aug-2020,Wanawadi-Ramtekdi,2878,
7-Aug-2020,Hadapsar-Mundhawa,5586,
7-Aug-2020,Yerwada-Kalas-Dhanori,3921,
7-Aug-2020,Nagar Road-Wadgaonsheri,3682,
8-Aug-2020,Aundh-Baner,2362,
8-Aug-2020,Kothrud-Bavdhan,3828,
8-Aug-2020,Warje-Karvenagar,4081,
8-Aug-2020,Sinhagad Road,4090,
8-Aug-2020,Dhankawadi-Sahakarnagar,4856,
8-Aug-2020,Kondhwa-Yewalewadi,2784,
8-Aug-2020,Shivajinagar-Ghole Road,3042,
8-Aug-2020,Kasba-Vishrambagwada,5470,
8-Aug-2020,Bhawani Peth,3491,
8-Aug-2020,Bibwewadi,4155,
8-Aug-2020,Dhole Patil,4521,
8-Aug-2020,Wanawadi-Ramtekdi,2931,
8-Aug-2020,Hadapsar-Mundhawa,5738,
8-Aug-2020,Yerwada-Kalas-Dhanori,4003,
8-Aug-2020,Nagar Road-Wadgaonsheri,3797,
9-Aug-2020,Aundh-Baner,2459,
9-Aug-2020,Kothrud-Bavdhan,3900,
9-Aug-2020,Warje-Karvenagar,4196,
9-Aug-2020,Sinhagad Road,4212,
9-Aug-2020,Dhankawadi-Sahakarnagar,4994,
9-Aug-2020,Kondhwa-Yewalewadi,2842,
9-Aug-2020,Shivajinagar-Ghole Road,3089,
9-Aug-2020,Kasba-Vishrambagwada,5549,
9-Aug-2020,Bhawani Peth,3569,
9-Aug-2020,Bibwewadi,4225,
9-Aug-2020,Dhole Patil,4588,
9-Aug-2020,Wanawadi-Ramtekdi,2996,
9-Aug-2020,Hadapsar-Mundhawa,5896,
9-Aug-2020,Yerwada-Kalas-Dhanori,4066,
9-Aug-2020,Nagar Road-Wadgaonsheri,3895,
10-Aug-2020,Aundh-Baner,2508,
10-Aug-2020,Kothrud-Bavdhan,3955,
10-Aug-2020,Warje-Karvenagar,4230,
10-Aug-2020,Sinhagad Road,4246,
10-Aug-2020,Dhankawadi-Sahakarnagar,5103,
10-Aug-2020,Kondhwa-Yewalewadi,2869,
10-Aug-2020,Shivajinagar-Ghole Road,3133,
10-Aug-2020,Kasba-Vishrambagwada,5599,
10-Aug-2020,Bhawani Peth,3624,
10-Aug-2020,Bibwewadi,4259,
10-Aug-2020,Dhole Patil,4619,
10-Aug-2020,Wanawadi-Ramtekdi,3037,
10-Aug-2020,Hadapsar-Mundhawa,5970,
10-Aug-2020,Yerwada-Kalas-Dhanori,4116,
10-Aug-2020,Nagar Road-Wadgaonsheri,3945,
11-Aug-2020,Aundh-Baner,2532,
11-Aug-2020,Kothrud-Bavdhan,3984,
11-Aug-2020,Warje-Karvenagar,4292,
11-Aug-2020,Sinhagad Road,4324,
11-Aug-2020,Dhankawadi-Sahakarnagar,5256,
11-Aug-2020,Kondhwa-Yewalewadi,2900,
11-Aug-2020,Shivajinagar-Ghole Road,3148,
11-Aug-2020,Kasba-Vishrambagwada,5674,
11-Aug-2020,Bhawani Peth,3673,
11-Aug-2020,Bibwewadi,4283,
11-Aug-2020,Dhole Patil,4663,
11-Aug-2020,Wanawadi-Ramtekdi,3082,
11-Aug-2020,Hadapsar-Mundhawa,6089,
11-Aug-2020,Yerwada-Kalas-Dhanori,4157,
11-Aug-2020,Nagar Road-Wadgaonsheri,4001,
12-Aug-2020,Aundh-Baner,2604,
12-Aug-2020,Kothrud-Bavdhan,4107,
12-Aug-2020,Warje-Karvenagar,4420,
12-Aug-2020,Sinhagad Road,4455,
12-Aug-2020,Dhankawadi-Sahakarnagar,5365,
12-Aug-2020,Kondhwa-Yewalewadi,2927,
12-Aug-2020,Shivajinagar-Ghole Road,3199,
12-Aug-2020,Kasba-Vishrambagwada,5736,
12-Aug-2020,Bhawani Peth,3732,
12-Aug-2020,Bibwewadi,4352,
12-Aug-2020,Dhole Patil,4715,
12-Aug-2020,Wanawadi-Ramtekdi,3151,
12-Aug-2020,Hadapsar-Mundhawa,6245,
12-Aug-2020,Yerwada-Kalas-Dhanori,4276,
12-Aug-2020,Nagar Road-Wadgaonsheri,4184,
13-Aug-2020,Aundh-Baner,2647,
13-Aug-2020,Kothrud-Bavdhan,4186,
13-Aug-2020,Warje-Karvenagar,4524,
13-Aug-2020,Sinhagad Road,4549,
13-Aug-2020,Dhankawadi-Sahakarnagar,5508,
13-Aug-2020,Kondhwa-Yewalewadi,2967,
13-Aug-2020,Shivajinagar-Ghole Road,3236,
13-Aug-2020,Kasba-Vishrambagwada,5775,
13-Aug-2020,Bhawani Peth,3768,
13-Aug-2020,Bibwewadi,4423,
13-Aug-2020,Dhole Patil,4751,
13-Aug-2020,Wanawadi-Ramtekdi,3175,
13-Aug-2020,Hadapsar-Mundhawa,6358,
13-Aug-2020,Yerwada-Kalas-Dhanori,4322,
13-Aug-2020,Nagar Road-Wadgaonsheri,4259,
14-Aug-2020,Aundh-Baner,2689,
14-Aug-2020,Kothrud-Bavdhan,4264,
14-Aug-2020,Warje-Karvenagar,4611,
14-Aug-2020,Sinhagad Road,4668,
14-Aug-2020,Dhankawadi-Sahakarnagar,5597,
14-Aug-2020,Kondhwa-Yewalewadi,3048,
14-Aug-2020,Shivajinagar-Ghole Road,3291,
14-Aug-2020,Kasba-Vishrambagwada,5873,
14-Aug-2020,Bhawani Peth,3840,
14-Aug-2020,Bibwewadi,4467,
14-Aug-2020,Dhole Patil,4802,
14-Aug-2020,Wanawadi-Ramtekdi,3199,
14-Aug-2020,Hadapsar-Mundhawa,6532,
14-Aug-2020,Yerwada-Kalas-Dhanori,4377,
14-Aug-2020,Nagar Road-Wadgaonsheri,4348,
15-Aug-2020,Aundh-Baner,2739,
15-Aug-2020,Kothrud-Bavdhan,4360,
15-Aug-2020,Warje-Karvenagar,4703,
15-Aug-2020,Sinhagad Road,4766,
15-Aug-2020,Dhankawadi-Sahakarnagar,5710,
15-Aug-2020,Kondhwa-Yewalewadi,3112,
15-Aug-2020,Shivajinagar-Ghole Road,3336,
15-Aug-2020,Kasba-Vishrambagwada,5904,
15-Aug-2020,Bhawani Peth,3860,
15-Aug-2020,Bibwewadi,4513,
15-Aug-2020,Dhole Patil,4850,
15-Aug-2020,Wanawadi-Ramtekdi,3233,
15-Aug-2020,Hadapsar-Mundhawa,6641,
15-Aug-2020,Yerwada-Kalas-Dhanori,4428,
15-Aug-2020,Nagar Road-Wadgaonsheri,4438,
16-Aug-2020,Aundh-Baner,2806,
16-Aug-2020,Kothrud-Bavdhan,4434,
16-Aug-2020,Warje-Karvenagar,4889,
16-Aug-2020,Sinhagad Road,4874,
16-Aug-2020,Dhankawadi-Sahakarnagar,5875,
16-Aug-2020,Kondhwa-Yewalewadi,3182,
16-Aug-2020,Shivajinagar-Ghole Road,3366,
16-Aug-2020,Kasba-Vishrambagwada,6014,
16-Aug-2020,Bhawani Peth,3932,
16-Aug-2020,Bibwewadi,4635,
16-Aug-2020,Dhole Patil,4891,
16-Aug-2020,Wanawadi-Ramtekdi,3275,
16-Aug-2020,Hadapsar-Mundhawa,6801,
16-Aug-2020,Yerwada-Kalas-Dhanori,4526,
16-Aug-2020,Nagar Road-Wadgaonsheri,4581,
17-Aug-2020,Aundh-Baner,2844,
17-Aug-2020,Kothrud-Bavdhan,4458,
17-Aug-2020,Warje-Karvenagar,4943,
17-Aug-2020,Sinhagad Road,4951,
17-Aug-2020,Dhankawadi-Sahakarnagar,6011,
17-Aug-2020,Kondhwa-Yewalewadi,3262,
17-Aug-2020,Shivajinagar-Ghole Road,3397,
17-Aug-2020,Kasba-Vishrambagwada,6049,
17-Aug-2020,Bhawani Peth,3944,
17-Aug-2020,Bibwewadi,4655,
17-Aug-2020,Dhole Patil,4913,
17-Aug-2020,Wanawadi-Ramtekdi,3314,
17-Aug-2020,Hadapsar-Mundhawa,6926,
17-Aug-2020,Yerwada-Kalas-Dhanori,4579,
17-Aug-2020,Nagar Road-Wadgaonsheri,4610,
18-Aug-2020,Aundh-Baner,2911,
18-Aug-2020,Kothrud-Bavdhan,4552,
18-Aug-2020,Warje-Karvenagar,4997,
18-Aug-2020,Sinhagad Road,5017,
18-Aug-2020,Dhankawadi-Sahakarnagar,6192,
18-Aug-2020,Kondhwa-Yewalewadi,3320,
18-Aug-2020,Shivajinagar-Ghole Road,3440,
18-Aug-2020,Kasba-Vishrambagwada,6141,
18-Aug-2020,Bhawani Peth,3983,
18-Aug-2020,Bibwewadi,4742,
18-Aug-2020,Dhole Patil,4946,
18-Aug-2020,Wanawadi-Ramtekdi,3359,
18-Aug-2020,Hadapsar-Mundhawa,6991,
18-Aug-2020,Yerwada-Kalas-Dhanori,4664,
18-Aug-2020,Nagar Road-Wadgaonsheri,4743,
19-Aug-2020,Aundh-Baner,2981,
19-Aug-2020,Kothrud-Bavdhan,4625,
19-Aug-2020,Warje-Karvenagar,5077,
19-Aug-2020,Sinhagad Road,5123,
19-Aug-2020,Dhankawadi-Sahakarnagar,6329,
19-Aug-2020,Kondhwa-Yewalewadi,3349,
19-Aug-2020,Shivajinagar-Ghole Road,3479,
19-Aug-2020,Kasba-Vishrambagwada,6268,
19-Aug-2020,Bhawani Peth,4024,
19-Aug-2020,Bibwewadi,4821,
19-Aug-2020,Dhole Patil,4981,
19-Aug-2020,Wanawadi-Ramtekdi,3409,
19-Aug-2020,Hadapsar-Mundhawa,7131,
19-Aug-2020,Yerwada-Kalas-Dhanori,4720,
19-Aug-2020,Nagar Road-Wadgaonsheri,4834,
20-Aug-2020,Aundh-Baner,3046,
20-Aug-2020,Kothrud-Bavdhan,4771,
20-Aug-2020,Warje-Karvenagar,5300,
20-Aug-2020,Sinhagad Road,5313,
20-Aug-2020,Dhankawadi-Sahakarnagar,6657,
20-Aug-2020,Kondhwa-Yewalewadi,3418,
20-Aug-2020,Shivajinagar-Ghole Road,3526,
20-Aug-2020,Kasba-Vishrambagwada,6436,
20-Aug-2020,Bhawani Peth,4112,
20-Aug-2020,Bibwewadi,4953,
20-Aug-2020,Dhole Patil,5026,
20-Aug-2020,Wanawadi-Ramtekdi,3457,
20-Aug-2020,Hadapsar-Mundhawa,7324,
20-Aug-2020,Yerwada-Kalas-Dhanori,4833,
20-Aug-2020,Nagar Road-Wadgaonsheri,5038,
21-Aug-2020,Aundh-Baner,3119,
21-Aug-2020,Kothrud-Bavdhan,4871,
21-Aug-2020,Warje-Karvenagar,5410,
21-Aug-2020,Sinhagad Road,5406,
21-Aug-2020,Dhankawadi-Sahakarnagar,6885,
21-Aug-2020,Kondhwa-Yewalewadi,3471,
21-Aug-2020,Shivajinagar-Ghole Road,3579,
21-Aug-2020,Kasba-Vishrambagwada,6552,
21-Aug-2020,Bhawani Peth,4160,
21-Aug-2020,Bibwewadi,5025,
21-Aug-2020,Dhole Patil,5068,
21-Aug-2020,Wanawadi-Ramtekdi,3533,
21-Aug-2020,Hadapsar-Mundhawa,7438,
21-Aug-2020,Yerwada-Kalas-Dhanori,4932,
21-Aug-2020,Nagar Road-Wadgaonsheri,5201,
22-Aug-2020,Aundh-Baner,3206,
22-Aug-2020,Kothrud-Bavdhan,4940,
22-Aug-2020,Warje-Karvenagar,5528,
22-Aug-2020,Sinhagad Road,5533,
22-Aug-2020,Dhankawadi-Sahakarnagar,7015,
22-Aug-2020,Kondhwa-Yewalewadi,3524,
22-Aug-2020,Shivajinagar-Ghole Road,3618,
22-Aug-2020,Kasba-Vishrambagwada,6669,
22-Aug-2020,Bhawani Peth,4229,
22-Aug-2020,Bibwewadi,5121,
22-Aug-2020,Dhole Patil,5150,
22-Aug-2020,Wanawadi-Ramtekdi,3589,
22-Aug-2020,Hadapsar-Mundhawa,7598,
22-Aug-2020,Yerwada-Kalas-Dhanori,5016,
22-Aug-2020,Nagar Road-Wadgaonsheri,5350,
23-Aug-2020,Aundh-Baner,3285,
23-Aug-2020,Kothrud-Bavdhan,5012,
23-Aug-2020,Warje-Karvenagar,5647,
23-Aug-2020,Sinhagad Road,5637,
23-Aug-2020,Dhankawadi-Sahakarnagar,7157,
23-Aug-2020,Kondhwa-Yewalewadi,3598,
23-Aug-2020,Shivajinagar-Ghole Road,3664,
23-Aug-2020,Kasba-Vishrambagwada,6762,
23-Aug-2020,Bhawani Peth,4282,
23-Aug-2020,Bibwewadi,5205,
23-Aug-2020,Dhole Patil,5205,
23-Aug-2020,Wanawadi-Ramtekdi,3632,
23-Aug-2020,Hadapsar-Mundhawa,7725,
23-Aug-2020,Yerwada-Kalas-Dhanori,5088,
23-Aug-2020,Nagar Road-Wadgaonsheri,5491,
24-Aug-2020,Aundh-Baner,3364,
24-Aug-2020,Kothrud-Bavdhan,5083,
24-Aug-2020,Warje-Karvenagar,5766,
24-Aug-2020,Sinhagad Road,5741,
24-Aug-2020,Dhankawadi-Sahakarnagar,7298,
24-Aug-2020,Kondhwa-Yewalewadi,3672,
24-Aug-2020,Shivajinagar-Ghole Road,3710,
24-Aug-2020,Kasba-Vishrambagwada,6854,
24-Aug-2020,Bhawani Peth,4334,
24-Aug-2020,Bibwewadi,5289,
24-Aug-2020,Dhole Patil,5261,
24-Aug-2020,Wanawadi-Ramtekdi,3674,
24-Aug-2020,Hadapsar-Mundhawa,7852,
24-Aug-2020,Yerwada-Kalas-Dhanori,5161,
24-Aug-2020,Nagar Road-Wadgaonsheri,5632,
25-Aug-2020,Aundh-Baner,3443,
25-Aug-2020,Kothrud-Bavdhan,5155,
25-Aug-2020,Warje-Karvenagar,5885,
25-Aug-2020,Sinhagad Road,5845,
25-Aug-2020,Dhankawadi-Sahakarnagar,7440,
25-Aug-2020,Kondhwa-Yewalewadi,3746,
25-Aug-2020,Shivajinagar-Ghole Road,3756,
25-Aug-2020,Kasba-Vishrambagwada,6947,
25-Aug-2020,Bhawani Peth,4387,
25-Aug-2020,Bibwewadi,5373,
25-Aug-2020,Dhole Patil,5316,
25-Aug-2020,Wanawadi-Ramtekdi,3717,
25-Aug-2020,Hadapsar-Mundhawa,7979,
25-Aug-2020,Yerwada-Kalas-Dhanori,5233,
25-Aug-2020,Nagar Road-Wadgaonsheri,5773,
26-Aug-2020,Aundh-Baner,3523,
26-Aug-2020,Kothrud-Bavdhan,5227,
26-Aug-2020,Warje-Karvenagar,6004,
26-Aug-2020,Sinhagad Road,5950,
26-Aug-2020,Dhankawadi-Sahakarnagar,7581,
26-Aug-2020,Kondhwa-Yewalewadi,3821,
26-Aug-2020,Shivajinagar-Ghole Road,3801,
26-Aug-2020,Kasba-Vishrambagwada,7039,
26-Aug-2020,Bhawani Peth,4439,
26-Aug-2020,Bibwewadi,5457,
26-Aug-2020,Dhole Patil,5372,
26-Aug-2020,Wanawadi-Ramtekdi,3759,
26-Aug-2020,Hadapsar-Mundhawa,8106,
26-Aug-2020,Yerwada-Kalas-Dhanori,5305,
26-Aug-2020,Nagar Road-Wadgaonsheri,5915,
27-Aug-2020,Aundh-Baner,3602,
27-Aug-2020,Kothrud-Bavdhan,5299,
27-Aug-2020,Warje-Karvenagar,6123,
27-Aug-2020,Sinhagad Road,6054,
27-Aug-2020,Dhankawadi-Sahakarnagar,7723,
27-Aug-2020,Kondhwa-Yewalewadi,3895,
27-Aug-2020,Shivajinagar-Ghole Road,3847,
27-Aug-2020,Kasba-Vishrambagwada,7132,
27-Aug-2020,Bhawani Peth,4492,
27-Aug-2020,Bibwewadi,5541,
27-Aug-2020,Dhole Patil,5427,
27-Aug-2020,Wanawadi-Ramtekdi,3802,
27-Aug-2020,Hadapsar-Mundhawa,8233,
27-Aug-2020,Yerwada-Kalas-Dhanori,5377,
27-Aug-2020,Nagar Road-Wadgaonsheri,6056,
28-Aug-2020,Aundh-Baner,3681,
28-Aug-2020,Kothrud-Bavdhan,5370,
28-Aug-2020,Warje-Karvenagar,6242,
28-Aug-2020,Sinhagad Road,6158,
28-Aug-2020,Dhankawadi-Sahakarnagar,7864,
28-Aug-2020,Kondhwa-Yewalewadi,3969,
28-Aug-2020,Shivajinagar-Ghole Road,3893,
28-Aug-2020,Kasba-Vishrambagwada,7224,
28-Aug-2020,Bhawani Peth,4544,
28-Aug-2020,Bibwewadi,5625,
28-Aug-2020,Dhole Patil,5483,
28-Aug-2020,Wanawadi-Ramtekdi,3844,
28-Aug-2020,Hadapsar-Mundhawa,8360,
28-Aug-2020,Yerwada-Kalas-Dhanori,5450,
28-Aug-2020,Nagar Road-Wadgaonsheri,6197,
29-Aug-2020,Aundh-Baner,3760,
29-Aug-2020,Kothrud-Bavdhan,5442,
29-Aug-2020,Warje-Karvenagar,6361,
29-Aug-2020,Sinhagad Road,6262,
29-Aug-2020,Dhankawadi-Sahakarnagar,8006,
29-Aug-2020,Kondhwa-Yewalewadi,4043,
29-Aug-2020,Shivajinagar-Ghole Road,3939,
29-Aug-2020,Kasba-Vishrambagwada,7317,
29-Aug-2020,Bhawani Peth,4597,
29-Aug-2020,Bibwewadi,5709,
29-Aug-2020,Dhole Patil,5538,
29-Aug-2020,Wanawadi-Ramtekdi,3887,
29-Aug-2020,Hadapsar-Mundhawa,8487,
29-Aug-2020,Yerwada-Kalas-Dhanori,5522,
29-Aug-2020,Nagar Road-Wadgaonsheri,6338,
30-Aug-2020,Aundh-Baner,3858,
30-Aug-2020,Kothrud-Bavdhan,5551,
30-Aug-2020,Warje-Karvenagar,6475,
30-Aug-2020,Sinhagad Road,6375,
30-Aug-2020,Dhankawadi-Sahakarnagar,8171,
30-Aug-2020,Kondhwa-Yewalewadi,4116,
30-Aug-2020,Shivajinagar-Ghole Road,4004,
30-Aug-2020,Kasba-Vishrambagwada,7460,
30-Aug-2020,Bhawani Peth,4678,
30-Aug-2020,Bibwewadi,5817,
30-Aug-2020,Dhole Patil,5584,
30-Aug-2020,Wanawadi-Ramtekdi,3953,
30-Aug-2020,Hadapsar-Mundhawa,8645,
30-Aug-2020,Yerwada-Kalas-Dhanori,5609,
30-Aug-2020,Nagar Road-Wadgaonsheri,6492,
31-Aug-2020,Aundh-Baner,3949,
31-Aug-2020,Kothrud-Bavdhan,5578,
31-Aug-2020,Warje-Karvenagar,6509,
31-Aug-2020,Sinhagad Road,6447,
31-Aug-2020,Dhankawadi-Sahakarnagar,8276,
31-Aug-2020,Kondhwa-Yewalewadi,4166,
31-Aug-2020,Shivajinagar-Ghole Road,4029,
31-Aug-2020,Kasba-Vishrambagwada,7493,
31-Aug-2020,Bhawani Peth,4691,
31-Aug-2020,Bibwewadi,5848,
31-Aug-2020,Dhole Patil,5613,
31-Aug-2020,Wanawadi-Ramtekdi,4018,
31-Aug-2020,Hadapsar-Mundhawa,8753,
31-Aug-2020,Yerwada-Kalas-Dhanori,5649,
31-Aug-2020,Nagar Road-Wadgaonsheri,6589,
1-Sep-2020,Aundh-Baner,4015,
1-Sep-2020,Kothrud-Bavdhan,5707,
1-Sep-2020,Warje-Karvenagar,6663,
1-Sep-2020,Sinhagad Road,6590,
1-Sep-2020,Dhankawadi-Sahakarnagar,8475,
1-Sep-2020,Kondhwa-Yewalewadi,4258,
1-Sep-2020,Shivajinagar-Ghole Road,4068,
1-Sep-2020,Kasba-Vishrambagwada,7657,
1-Sep-2020,Bhawani Peth,4754,
1-Sep-2020,Bibwewadi,5962,
1-Sep-2020,Dhole Patil,5647,
1-Sep-2020,Wanawadi-Ramtekdi,4055,
1-Sep-2020,Hadapsar-Mundhawa,8923,
1-Sep-2020,Yerwada-Kalas-Dhanori,5714,
1-Sep-2020,Nagar Road-Wadgaonsheri,6753,
2-Sep-2020,Aundh-Baner,4098,
2-Sep-2020,Kothrud-Bavdhan,5817,
2-Sep-2020,Warje-Karvenagar,6764,
2-Sep-2020,Sinhagad Road,6704,
2-Sep-2020,Dhankawadi-Sahakarnagar,8647,
2-Sep-2020,Kondhwa-Yewalewadi,4367,
2-Sep-2020,Shivajinagar-Ghole Road,4098,
2-Sep-2020,Kasba-Vishrambagwada,7782,
2-Sep-2020,Bhawani Peth,4808,
2-Sep-2020,Bibwewadi,6102,
2-Sep-2020,Dhole Patil,5701,
2-Sep-2020,Wanawadi-Ramtekdi,4096,
2-Sep-2020,Hadapsar-Mundhawa,9059,
2-Sep-2020,Yerwada-Kalas-Dhanori,5805,
2-Sep-2020,Nagar Road-Wadgaonsheri,6925,
3-Sep-2020,Aundh-Baner,4182,
3-Sep-2020,Kothrud-Bavdhan,5913,
3-Sep-2020,Warje-Karvenagar,6965,
3-Sep-2020,Sinhagad Road,6850,
3-Sep-2020,Dhankawadi-Sahakarnagar,8780,
3-Sep-2020,Kondhwa-Yewalewadi,4459,
3-Sep-2020,Shivajinagar-Ghole Road,4173,
3-Sep-2020,Kasba-Vishrambagwada,7898,
3-Sep-2020,Bhawani Peth,4868,
3-Sep-2020,Bibwewadi,6193,
3-Sep-2020,Dhole Patil,5783,
3-Sep-2020,Wanawadi-Ramtekdi,4149,
3-Sep-2020,Hadapsar-Mundhawa,9269,
3-Sep-2020,Yerwada-Kalas-Dhanori,5870,
3-Sep-2020,Nagar Road-Wadgaonsheri,7090,
4-Sep-2020,Aundh-Baner,4266,
4-Sep-2020,Kothrud-Bavdhan,6037,
4-Sep-2020,Warje-Karvenagar,7094,
4-Sep-2020,Sinhagad Road,6968,
4-Sep-2020,Dhankawadi-Sahakarnagar,8986,
4-Sep-2020,Kondhwa-Yewalewadi,4532,
4-Sep-2020,Shivajinagar-Ghole Road,4226,
4-Sep-2020,Kasba-Vishrambagwada,8015,
4-Sep-2020,Bhawani Peth,4932,
4-Sep-2020,Bibwewadi,6298,
4-Sep-2020,Dhole Patil,5832,
4-Sep-2020,Wanawadi-Ramtekdi,4199,
4-Sep-2020,Hadapsar-Mundhawa,9426,
4-Sep-2020,Yerwada-Kalas-Dhanori,5937,
4-Sep-2020,Nagar Road-Wadgaonsheri,7243,
5-Sep-2020,Aundh-Baner,4362,
5-Sep-2020,Kothrud-Bavdhan,6174,
5-Sep-2020,Warje-Karvenagar,7283,
5-Sep-2020,Sinhagad Road,7102,
5-Sep-2020,Dhankawadi-Sahakarnagar,9160,
5-Sep-2020,Kondhwa-Yewalewadi,4595,
5-Sep-2020,Shivajinagar-Ghole Road,4297,
5-Sep-2020,Kasba-Vishrambagwada,8156,
5-Sep-2020,Bhawani Peth,5009,
5-Sep-2020,Bibwewadi,6384,
5-Sep-2020,Dhole Patil,5876,
5-Sep-2020,Wanawadi-Ramtekdi,4249,
5-Sep-2020,Hadapsar-Mundhawa,9577,
5-Sep-2020,Yerwada-Kalas-Dhanori,6017,
5-Sep-2020,Nagar Road-Wadgaonsheri,7381,
6-Sep-2020,Aundh-Baner,4472,
6-Sep-2020,Kothrud-Bavdhan,6310,
6-Sep-2020,Warje-Karvenagar,7450,
6-Sep-2020,Sinhagad Road,7310,
6-Sep-2020,Dhankawadi-Sahakarnagar,9361,
6-Sep-2020,Kondhwa-Yewalewadi,4708,
6-Sep-2020,Shivajinagar-Ghole Road,4363,
6-Sep-2020,Kasba-Vishrambagwada,8328,
6-Sep-2020,Bhawani Peth,5086,
6-Sep-2020,Bibwewadi,6541,
6-Sep-2020,Dhole Patil,5934,
6-Sep-2020,Wanawadi-Ramtekdi,4313,
6-Sep-2020,Hadapsar-Mundhawa,9761,
6-Sep-2020,Yerwada-Kalas-Dhanori,6128,
6-Sep-2020,Nagar Road-Wadgaonsheri,7558,
7-Sep-2020,Aundh-Baner,4554,
7-Sep-2020,Kothrud-Bavdhan,6429,
7-Sep-2020,Warje-Karvenagar,7556,
7-Sep-2020,Sinhagad Road,7404,
7-Sep-2020,Dhankawadi-Sahakarnagar,9553,
7-Sep-2020,Kondhwa-Yewalewadi,4794,
7-Sep-2020,Shivajinagar-Ghole Road,4443,
7-Sep-2020,Kasba-Vishrambagwada,8406,
7-Sep-2020,Bhawani Peth,5121,
7-Sep-2020,Bibwewadi,6629,
7-Sep-2020,Dhole Patil,5973,
7-Sep-2020,Wanawadi-Ramtekdi,4410,
7-Sep-2020,Hadapsar-Mundhawa,9926,
7-Sep-2020,Yerwada-Kalas-Dhanori,6227,
7-Sep-2020,Nagar Road-Wadgaonsheri,7712,
8-Sep-2020,Aundh-Baner,4609,
8-Sep-2020,Kothrud-Bavdhan,6502,
8-Sep-2020,Warje-Karvenagar,7707,
8-Sep-2020,Sinhagad Road,7643,
8-Sep-2020,Dhankawadi-Sahakarnagar,9808,
8-Sep-2020,Kondhwa-Yewalewadi,4933,
8-Sep-2020,Shivajinagar-Ghole Road,4488,
8-Sep-2020,Kasba-Vishrambagwada,8507,
8-Sep-2020,Bhawani Peth,5150,
8-Sep-2020,Bibwewadi,6707,
8-Sep-2020,Dhole Patil,6014,
8-Sep-2020,Wanawadi-Ramtekdi,4451,
8-Sep-2020,Hadapsar-Mundhawa,10174,
8-Sep-2020,Yerwada-Kalas-Dhanori,6300,
8-Sep-2020,Nagar Road-Wadgaonsheri,7860,
9-Sep-2020,Aundh-Baner,4703,
